,Home,1h,Th,Away,1w,Tw,home_ATRatio,home_Apg,home_BPpg,home_Bpg,home_EFG%,home_FbP,home_Fg%,home_Fg%D,home_Fpg,home_FTApg,home_FTp,home_FTMpg,home_RM,RDpg_x,home_ROpg,home_Rpg,home_SD,home_SO,home_SM,home_Spg,home_3PApg,home_3P%,home_3PD%,home_3Ppg,home_TOM,home_Tpg,home_TFpg,away_ATRatio,away_Apg,away_BPpg,away_Bpg,away_EFG%,away_FbP,away_Fg%,away_Fg%D,away_Fpg,away_FTApg,away_FTp,away_FTMpg,away_RM,RDpg_y,away_ROpg,away_Rpg,away_SD,away_SO,away_SM,away_Spg,away_3PApg,away_3P%,away_3PD%,away_3Ppg,away_TOM,away_Tpg,away_TFpg
56,Jackson St.,36,77,Memphis,47,94,0.77,12.0,19.17,2.8,0.459,11.17,40.79,46.067,20.0,18.7,63.39,11.8,-6.0,23.83,9.83,33.67,82.2,65.8,-16.0,7.3,19.7,30.51,36.7,6.0,-1.3,15.7,14.33,1.11,16.3,27.0,5.7,0.563,13.0,48.69,35.922,16.0,20.7,66.13,13.7,5.0,31.67,12.0,43.67,69.0,85.3,16.0,9.7,24.3,39.73,30.2,9.7,-0.3,14.7,14.33
57,ULM,14,31,Houston,38,84,1.1,16.5,32.5,2.2,0.49,10.5,43.33,40.0,18.8,16.5,54.55,9.0,2.0,25.0,14.75,39.75,73.8,67.8,-6.0,9.8,21.2,31.76,32.0,6.8,-1.0,15.0,14.0,1.62,14.3,27.17,4.3,0.51,10.67,44.29,35.664,17.2,20.7,64.52,13.3,9.0,26.17,15.17,41.33,49.8,75.8,26.0,11.3,23.0,35.51,29.4,8.2,8.0,8.8,16.83
58,Loyola Maryland,30,73,Florida,42,93,0.84,12.4,20.6,3.4,0.469,7.6,40.66,45.231,17.2,15.2,67.11,10.2,-5.0,26.2,10.0,36.2,78.2,67.4,-10.0,6.8,23.4,32.48,30.4,7.6,-1.8,14.8,13.0,1.05,15.5,23.75,4.8,0.544,14.75,49.19,42.231,17.8,29.0,61.21,17.8,14.0,26.25,18.75,45.0,70.5,85.2,14.0,6.5,19.5,33.33,32.9,6.5,-3.2,14.8,11.5
59,Marist,42,71,Army West Point,26,55,1.21,13.0,23.5,2.2,0.507,7.25,46.05,44.55,18.5,15.2,57.38,8.8,-4.0,25.5,6.5,32.0,67.5,66.5,-1.0,8.2,18.0,29.17,34.7,5.2,3.0,10.8,13.75,0.92,11.6,20.6,2.0,0.416,5.6,35.15,47.41,16.0,13.4,53.73,7.2,0.0,23.0,11.8,34.8,65.8,56.0,-9.0,7.0,27.6,27.54,34.5,7.6,0.0,12.6,12.6
60,Miami (OH),34,64,Evansville,32,72,0.89,13.8,19.5,3.5,0.562,8.5,47.4,42.105,17.5,23.5,69.15,16.2,-4.0,25.0,5.75,30.75,64.8,70.2,5.0,7.8,21.0,40.48,26.6,8.5,0.5,15.5,16.0,1.45,16.0,34.75,4.5,0.56,16.25,51.79,35.242,14.5,20.8,68.67,14.2,10.0,31.25,10.0,41.25,54.2,84.5,30.0,9.5,15.5,33.87,33.0,5.2,7.2,11.0,18.25
61,Morehead St.,35,73,Alabama,55,105,0.78,12.8,18.83,4.5,0.509,5.83,44.31,40.469,19.7,17.5,71.43,12.5,6.0,26.83,11.33,38.17,70.5,69.2,-1.0,6.2,23.7,30.99,31.8,7.3,-4.7,16.5,11.83,1.4,15.8,38.0,4.2,0.662,19.25,57.02,39.331,18.0,31.0,77.42,24.0,15.0,31.0,12.25,43.25,66.5,101.8,35.0,8.5,22.0,48.86,27.2,10.8,1.0,11.2,12.25
62,Navy,18,48,Campbell,32,59,0.78,9.8,25.25,1.5,0.402,7.25,35.65,45.894,20.2,14.8,76.27,11.2,-2.0,21.5,12.25,33.75,68.5,57.5,-11.0,5.8,21.5,24.42,24.2,5.2,0.2,12.5,12.75,0.62,10.0,14.4,3.4,0.483,7.6,43.48,41.311,14.6,21.2,69.81,14.8,-1.0,23.6,8.4,32.0,66.4,59.2,-7.0,6.0,14.4,30.56,25.8,4.4,-4.8,16.0,11.2
63,N.C. Central,18,56,Kansas,59,99,1.28,14.4,32.29,3.4,0.515,15.43,45.33,41.176,16.9,17.7,66.94,11.9,-2.0,24.14,11.14,35.29,68.9,76.4,7.0,10.0,24.4,31.58,29.0,7.7,4.1,11.3,15.43,1.79,25.4,21.6,4.0,0.617,16.4,55.07,36.086,15.0,17.8,71.91,12.8,8.0,32.4,8.0,40.4,66.0,85.8,19.0,6.8,20.6,37.86,26.6,7.8,-2.2,14.2,12.0
64,New Mexico St.,29,46,Kentucky,37,86,1.19,13.8,24.33,2.7,0.476,9.67,40.85,41.349,18.7,22.7,70.59,16.0,0.0,27.33,8.33,35.67,70.2,72.3,2.0,7.3,22.0,36.36,32.3,8.0,2.3,11.7,14.0,2.32,18.6,26.0,4.6,0.571,20.0,48.35,40.323,12.2,18.8,72.34,13.6,2.0,29.6,9.2,38.8,70.2,89.6,19.0,10.0,29.4,39.46,32.6,11.6,6.8,8.0,14.8
65,Oral Roberts,36,71,UT Arlington,31,75,1.21,10.2,6.6,5.6,0.483,5.2,40.82,39.577,15.8,17.6,69.32,12.2,-10.0,27.0,7.6,34.6,73.0,69.0,-4.0,5.2,27.6,31.88,34.5,8.8,1.4,8.4,9.8,1.12,16.5,29.5,2.5,0.487,7.75,41.51,43.233,18.5,17.5,68.57,12.0,7.0,29.75,15.0,44.75,79.5,76.5,-3.0,5.2,29.2,32.48,34.7,9.5,-4.8,14.8,10.0
66,Robert Morris,33,63,Xavier,39,77,0.78,10.5,11.75,3.2,0.459,6.0,38.86,46.544,19.5,15.8,77.78,12.2,-1.0,22.25,11.25,33.5,69.2,64.8,-4.0,5.5,22.2,35.96,31.4,8.0,-2.0,13.5,11.5,1.33,16.8,19.8,3.2,0.502,11.2,45.54,35.849,17.6,19.0,63.16,12.0,0.0,29.4,10.4,39.8,65.0,72.8,7.0,6.8,18.8,29.79,25.3,5.6,0.0,12.6,12.6
67,Texas St.,34,66,Little Rock,38,71,0.71,11.0,13.8,4.4,0.436,10.4,39.37,42.754,21.6,21.2,61.32,13.0,5.0,25.0,15.0,40.0,70.0,63.0,-7.0,5.8,18.2,26.37,30.8,4.8,-3.2,15.6,12.4,1.5,13.5,19.0,3.0,0.448,15.5,40.38,47.368,22.5,26.8,73.83,19.8,-8.0,20.75,12.75,33.5,84.5,78.0,-6.0,7.0,22.8,25.27,36.7,5.8,5.5,9.0,14.5
68,James Madison,37,79,Michigan St.,33,76,1.34,15.6,23.8,4.0,0.536,10.8,46.57,43.671,23.0,28.4,69.01,19.6,0.0,26.8,11.6,38.4,83.8,91.4,7.0,9.4,24.2,38.84,32.1,9.4,4.2,11.6,15.8,1.55,17.0,19.6,5.4,0.487,17.4,44.55,33.448,19.0,22.6,66.37,15.0,0.0,28.0,11.6,39.6,61.4,74.0,12.0,7.4,19.0,26.32,28.1,5.0,2.4,11.0,13.4
69,NIU,28,70,Marquette,50,92,1.04,14.0,19.8,5.6,0.554,19.6,49.35,39.886,15.6,28.4,66.9,19.0,4.0,30.2,11.2,41.4,76.4,87.2,10.0,6.2,21.4,34.58,30.3,7.4,-1.4,13.4,12.0,1.64,14.8,24.2,2.6,0.555,13.2,48.39,39.465,15.4,18.4,63.04,11.6,-1.0,26.0,9.6,35.6,65.4,80.4,15.0,9.0,26.2,33.59,31.5,8.8,6.4,9.0,15.4
70,Northern Ky.,21,57,Middle Tenn.,45,74,1.0,12.8,16.5,3.2,0.46,11.75,41.67,45.455,18.5,19.8,68.35,13.5,-1.0,22.25,13.25,35.5,76.8,68.8,-8.0,6.2,20.0,26.25,33.0,5.2,0.8,12.8,13.5,0.75,9.4,17.2,5.2,0.468,7.2,41.89,42.086,16.4,22.0,66.36,14.6,4.0,25.2,13.4,38.6,61.0,70.0,9.0,7.0,19.8,29.29,21.3,5.8,0.4,12.6,13.0
71,Youngstown St.,31,62,Louisiana,35,72,1.03,13.0,25.2,4.2,0.487,9.2,42.95,42.089,14.4,17.6,75.0,13.2,5.0,27.2,12.4,39.6,72.0,75.4,3.0,5.8,26.0,28.46,33.1,7.4,-1.0,12.6,11.6,1.27,15.2,17.0,5.0,0.545,13.2,47.02,46.454,17.2,16.4,75.61,12.4,1.0,22.2,13.0,35.2,71.2,82.0,10.0,8.2,26.2,36.64,19.5,9.6,3.2,12.0,15.2
72,Abilene Christian,36,64,Oklahoma St.,25,59,1.0,11.3,19.83,1.8,0.452,6.67,40.63,44.012,19.5,21.5,72.09,15.5,-6.0,22.0,10.33,32.33,70.8,67.8,-3.0,6.5,16.2,32.99,28.2,5.3,1.7,11.3,13.0,1.32,15.8,25.4,2.6,0.531,9.6,45.55,41.637,17.8,19.4,59.79,11.6,3.0,25.6,10.8,36.4,66.8,73.6,6.0,6.4,26.6,33.08,31.4,8.8,1.0,12.0,13.0
73,Dartmouth,21,54,Duke,42,92,0.78,10.3,25.0,1.7,0.4,6.33,36.47,50.0,13.7,20.3,73.77,15.0,1.0,26.0,10.33,36.33,78.0,60.3,-17.0,5.0,22.7,17.65,34.3,4.0,-1.7,13.3,11.67,1.94,18.6,24.2,3.8,0.582,10.6,51.15,40.203,16.8,18.0,76.67,13.8,5.0,29.2,8.8,38.0,64.6,84.8,20.0,6.8,23.6,36.44,29.0,8.6,3.4,9.6,13.0
74,UIC,30,58,Cincinnati,40,69,1.11,15.8,23.0,6.5,0.561,10.25,48.54,34.783,16.5,16.5,71.21,11.8,5.0,30.75,9.75,40.5,63.8,78.8,15.0,6.0,23.0,39.13,21.2,9.0,-2.5,14.2,11.75,1.89,17.5,37.0,2.5,0.543,11.5,47.01,41.597,12.8,18.0,63.89,11.5,12.0,29.5,13.5,43.0,64.5,84.2,19.0,7.0,26.8,36.45,24.4,9.8,2.8,9.2,12.0
75,Nicholls,42,81,Tulane,46,91,0.91,11.3,16.0,4.8,0.515,10.17,43.2,41.388,18.7,19.5,74.36,14.5,0.0,28.17,10.67,38.83,76.8,78.8,2.0,7.7,28.3,36.47,29.4,10.3,-1.3,12.5,11.17,1.53,15.3,15.67,4.0,0.593,12.33,53.67,41.081,14.0,24.7,82.43,20.3,-7.0,25.67,5.0,30.67,69.7,90.3,20.0,12.7,23.0,28.99,29.2,6.7,9.3,10.0,19.33
76,Southeast Mo. St.,30,67,Grand Canyon,54,88,0.83,13.2,31.5,3.0,0.444,10.5,38.43,47.917,18.0,16.5,53.03,8.8,-5.0,23.75,10.25,34.0,80.8,62.5,-18.0,7.0,23.2,31.18,34.7,7.2,-3.5,16.0,12.5,0.61,9.0,18.75,4.2,0.52,15.25,46.61,42.553,18.5,30.0,75.83,22.8,11.0,27.5,13.0,40.5,67.2,80.2,13.0,8.0,19.5,30.77,38.0,6.0,-0.5,14.8,14.25
77,Akron,39,81,South Dakota St.,37,75,1.12,15.2,27.17,2.0,0.552,10.33,46.53,44.186,16.5,19.0,72.81,13.8,5.0,26.17,10.17,36.33,66.7,77.5,10.0,7.0,28.3,35.29,33.3,10.0,0.3,13.5,13.83,0.9,11.4,11.6,3.2,0.531,6.8,46.25,44.051,14.4,16.6,61.45,10.2,1.0,26.6,10.8,37.4,76.6,75.4,-1.0,6.6,22.0,38.18,35.2,8.4,-1.4,12.6,11.2
78,Eastern Wash.,20,66,Utah,44,101,1.1,16.0,24.0,1.2,0.483,7.0,41.77,51.037,23.2,17.2,63.77,11.0,-6.0,24.75,6.75,31.5,89.0,68.2,-20.0,5.5,26.0,29.81,41.0,7.8,-3.8,14.5,10.75,1.44,18.4,17.2,3.6,0.546,6.8,46.89,42.633,13.0,21.8,68.81,15.0,8.0,30.2,11.4,41.6,71.2,81.6,10.0,7.0,24.2,38.84,35.8,9.4,-2.0,12.8,10.8
79,Morgan St.,26,59,Arizona,61,122,0.73,11.5,22.17,3.8,0.48,6.67,42.93,46.835,17.0,15.5,72.04,11.2,-2.0,25.33,11.83,37.17,82.7,71.2,-11.0,6.0,19.8,31.93,40.9,6.3,-3.2,15.8,12.67,1.57,22.6,36.2,5.0,0.588,22.8,52.35,37.582,16.2,25.6,76.56,19.6,21.0,33.2,16.0,49.2,63.0,99.6,36.0,10.0,21.2,41.51,31.7,8.8,2.8,14.4,17.2
80,Portland St.,31,62,Air Force,27,55,1.1,11.3,26.67,3.8,0.494,13.17,42.44,42.638,16.5,20.3,68.03,13.8,0.0,25.33,10.17,35.5,63.3,70.5,7.0,7.8,23.7,33.8,39.7,8.0,4.0,10.3,14.33,1.18,14.5,11.0,5.5,0.546,4.17,46.23,37.952,18.5,21.0,70.63,14.8,-1.0,26.67,6.17,32.83,63.2,68.0,4.0,5.5,22.5,36.3,31.5,8.2,-1.7,12.3,10.67
81,Sam Houston,25,64,Pacific,25,57,0.91,12.8,20.4,2.2,0.451,12.0,38.78,45.862,20.8,27.6,70.29,19.4,-1.0,24.8,11.6,36.4,75.4,72.4,-3.0,9.8,22.0,33.64,30.4,7.4,3.8,14.0,17.8,1.15,17.2,26.4,2.2,0.478,8.2,42.27,46.416,19.6,17.0,62.35,10.6,-7.0,23.0,6.2,29.2,76.0,66.2,-9.0,6.8,21.8,29.36,25.3,6.4,-1.4,15.0,13.6
82,Southern California,40,82,Kansas St.,30,69,0.93,13.5,17.25,4.2,0.507,14.25,44.35,37.849,15.0,24.8,75.76,18.8,2.0,28.25,12.0,40.25,67.0,77.0,10.0,6.0,21.5,33.72,27.1,7.2,-1.8,14.5,12.75,0.96,15.6,17.0,3.6,0.508,10.2,43.57,45.714,18.2,19.8,75.76,15.0,3.0,24.4,14.4,38.8,77.2,79.8,2.0,7.6,27.8,33.09,34.9,9.2,-2.0,16.2,14.2
83,Cal St. Fullerton,35,57,San Diego St.,37,83,0.64,10.4,19.4,2.6,0.469,9.8,41.7,43.003,18.4,23.4,68.38,16.0,2.0,27.4,8.8,36.2,71.6,64.6,-7.0,6.0,20.8,25.96,32.0,5.4,-4.6,16.2,11.6,1.4,17.4,10.2,4.4,0.528,10.6,46.53,42.623,18.2,27.0,70.37,19.0,2.0,26.0,12.0,38.0,71.6,83.0,11.0,9.8,21.8,34.86,30.4,7.6,2.2,12.4,14.6
84,Long Beach St.,31,73,Portland,32,78,0.76,12.0,20.83,4.3,0.5,11.33,44.89,43.575,21.3,20.2,66.12,13.3,0.0,25.33,11.5,36.83,77.0,75.3,-1.0,9.3,19.2,33.04,29.6,6.3,0.5,15.8,16.33,1.0,16.2,16.4,4.0,0.533,9.0,46.18,43.478,18.4,22.4,75.0,16.8,3.0,27.2,10.4,37.6,78.6,78.2,0.0,6.0,25.2,32.54,36.0,8.2,-4.4,16.2,11.8
85,Idaho,28,59,Washington St.,41,84,1.37,16.8,37.25,4.8,0.548,8.0,48.12,38.362,17.0,19.2,70.13,13.5,5.0,29.0,10.75,39.75,63.5,79.0,15.0,7.8,25.0,32.0,31.1,8.0,0.5,12.2,12.75,1.33,14.0,23.25,7.0,0.544,9.5,50.0,38.767,20.0,21.2,61.18,13.0,7.0,27.5,11.25,38.75,64.2,77.2,13.0,6.8,18.2,28.77,23.0,5.2,0.5,10.5,11.0
86,Saint Francis (PA),22,44,UCLA,32,75,0.58,8.8,25.0,2.2,0.436,5.2,39.1,48.148,19.2,15.8,67.09,10.6,-10.0,19.4,8.8,28.2,77.4,57.0,-20.0,4.8,18.8,25.53,30.5,4.8,-3.4,15.2,11.8,1.18,14.2,20.0,4.4,0.526,10.6,49.08,34.496,17.0,21.6,73.15,15.8,11.0,27.8,10.0,37.8,54.2,73.2,19.0,7.8,12.8,29.69,26.7,3.8,1.6,12.0,13.6
87,Drexel,32,61,La Salle,32,67,1.03,12.2,18.0,4.8,0.477,12.2,43.82,37.184,17.6,16.6,67.47,11.2,6.0,28.2,10.8,39.0,60.8,65.2,4.0,4.6,18.0,24.44,30.5,4.4,-1.8,11.8,10.0,1.69,14.2,11.8,3.0,0.51,10.4,44.76,46.441,16.8,18.8,72.34,13.6,-6.0,23.4,8.0,31.4,73.0,72.0,-1.0,5.4,21.4,33.64,35.6,7.2,3.2,8.4,11.6
88,FGCU,26,63,Indiana,28,69,1.0,11.2,24.33,2.5,0.496,9.17,43.22,45.21,17.7,18.5,70.27,13.0,2.0,23.33,12.17,35.5,76.2,71.5,-4.0,5.0,25.3,29.61,38.3,7.5,-1.5,11.2,9.67,1.18,14.2,15.0,5.2,0.524,9.4,49.39,39.934,16.2,29.2,69.86,20.4,-3.0,25.8,6.2,32.0,70.0,72.2,2.0,5.8,12.8,23.44,35.3,3.0,0.4,12.0,12.4
89,UAlbany,26,71,Massachusetts,46,92,0.76,11.0,15.4,4.2,0.469,10.8,40.73,44.86,19.8,22.8,71.05,16.2,1.0,25.4,11.4,36.8,81.4,72.8,-8.0,5.0,22.4,33.04,32.5,7.4,-6.0,14.4,8.4,2.38,19.0,30.33,3.3,0.513,12.67,45.09,41.243,20.0,23.7,54.93,13.0,1.0,25.33,16.67,42.0,76.7,89.7,13.0,10.3,26.0,35.9,37.1,9.3,8.3,8.0,16.33
90,Mount St. Mary's,19,53,Maryland,33,68,0.82,12.3,30.33,3.7,0.456,10.33,41.99,44.311,18.3,15.3,73.91,11.3,0.0,23.33,12.33,35.67,70.3,66.3,-4.0,7.7,17.0,25.49,25.4,4.3,-0.3,15.0,14.67,0.69,9.4,15.6,4.4,0.432,11.8,38.79,40.37,17.2,23.8,68.07,16.2,1.0,23.8,13.0,36.8,61.6,64.8,3.0,9.0,21.8,22.94,32.4,5.0,3.0,13.6,16.6
91,Stony Brook,30,74,St. John's (NY),41,90,1.0,9.2,24.6,3.8,0.448,6.8,39.2,44.231,13.2,16.8,66.67,11.2,-5.0,24.2,12.2,36.4,71.4,69.2,-2.0,8.6,24.4,29.51,35.7,7.2,4.8,9.2,14.0,1.0,15.2,20.4,4.6,0.519,11.6,44.72,45.098,18.0,15.6,69.23,10.8,7.0,24.0,16.6,40.6,77.0,77.6,0.0,6.6,23.2,39.66,37.9,9.2,-2.8,15.2,12.4
92,North Dakota,32,68,Iowa,56,110,1.3,15.2,21.75,4.0,0.524,6.5,46.46,46.939,17.2,19.0,69.74,13.2,5.0,25.75,11.75,37.5,78.0,79.8,1.0,7.0,25.8,29.13,39.2,7.5,-0.5,11.8,11.25,3.11,21.0,26.5,4.8,0.544,19.5,49.08,41.985,17.0,28.8,72.17,20.8,-1.0,28.0,12.25,40.25,75.2,95.0,19.0,9.0,19.8,36.71,30.0,7.2,9.5,6.8,16.25
93,UNI,36,77,North Texas,38,83,1.36,15.0,23.67,2.7,0.533,7.67,46.15,40.805,18.7,20.3,62.3,12.7,4.0,28.0,10.67,38.67,69.0,77.3,8.0,6.7,27.3,31.71,34.2,8.7,2.0,11.0,13.0,0.87,10.8,23.0,2.2,0.509,12.4,43.01,40.996,17.0,14.6,82.19,12.0,3.0,23.6,10.8,34.4,59.8,67.4,7.0,7.4,22.6,38.05,28.6,8.6,1.2,12.4,13.6
94,Presbyterian,24,68,Vanderbilt,28,62,1.12,14.0,28.83,4.7,0.557,14.17,49.85,38.04,19.2,23.8,69.93,16.7,1.0,28.67,7.67,36.33,68.0,77.3,9.0,6.2,16.8,37.62,26.5,6.3,0.0,12.5,12.5,0.78,10.0,21.25,2.0,0.487,5.25,40.62,45.887,13.2,22.5,74.44,16.8,9.0,26.25,13.25,39.5,69.0,71.2,2.0,5.5,28.5,31.58,37.8,9.0,-3.0,12.8,9.75
95,UNC Asheville,32,74,Michigan,48,99,1.8,22.0,40.0,5.0,0.612,12.75,52.61,40.873,18.8,24.8,66.67,16.5,4.0,26.75,10.5,37.25,73.8,92.8,19.0,6.5,29.5,36.44,37.4,10.8,3.8,12.2,16.0,1.43,17.5,22.25,3.2,0.6,10.75,52.11,41.667,17.8,19.8,67.09,13.2,4.0,27.25,12.0,39.25,75.8,91.5,15.0,4.2,26.5,38.68,37.0,10.2,1.2,12.2,13.5
96,Auburn,43,82,Baylor,34,88,1.54,20.0,37.8,6.2,0.539,12.6,46.64,38.0,20.6,24.8,73.39,18.2,7.0,27.8,12.4,40.2,66.4,82.4,16.0,6.0,23.8,36.13,22.4,8.6,0.4,13.0,13.4,0.98,13.5,33.0,5.2,0.561,12.75,50.61,42.292,15.2,28.2,75.22,21.2,11.0,25.25,16.0,41.25,68.8,90.0,21.0,9.2,18.5,36.49,29.4,6.8,1.2,13.8,15.0
97,Florida A&M,27,54,Creighton,56,105,0.84,9.5,17.0,2.8,0.394,3.75,36.65,48.035,21.5,11.2,71.11,8.0,-17.0,20.75,9.25,30.0,85.5,57.5,-28.0,7.0,12.5,28.0,39.8,3.5,0.5,11.2,11.75,1.98,19.8,25.5,4.2,0.646,12.5,53.66,39.313,8.5,17.0,73.53,12.5,16.0,32.5,11.25,43.75,62.0,92.0,30.0,3.8,33.8,40.0,34.0,13.5,-3.0,10.0,7.0
98,Sacramento St.,30,63,Nevada,39,77,1.13,17.2,25.6,1.6,0.517,11.4,42.86,48.571,15.2,15.4,76.62,11.8,13.0,27.6,15.4,43.0,80.2,78.4,-1.0,3.8,34.4,33.14,37.7,11.4,-6.8,15.2,8.4,2.21,18.2,28.0,3.8,0.554,7.0,50.4,39.669,19.2,26.0,75.96,19.8,10.0,31.5,10.5,42.0,65.2,89.0,23.0,5.0,18.2,34.25,31.2,6.2,3.2,8.2,11.5
99,UC Irvine,24,64,San Jose St.,24,72,1.69,19.6,34.0,3.4,0.554,14.2,50.0,39.362,18.4,20.2,65.35,13.2,8.0,28.8,10.8,39.6,63.4,82.4,19.0,7.8,19.2,35.42,27.0,6.8,2.8,11.6,14.4,1.12,14.5,14.67,4.5,0.559,10.0,47.84,39.823,16.3,15.3,67.39,10.3,2.0,25.5,9.5,35.0,62.3,75.0,12.0,5.8,26.7,35.0,26.0,9.3,0.3,13.0,13.33
100,Bucknell,33,61,Penn,53,80,0.8,11.0,15.17,3.7,0.476,3.33,40.38,45.087,18.8,18.8,69.03,13.0,-6.0,24.17,6.83,31.0,72.8,62.5,-10.0,6.8,23.5,31.91,34.4,7.5,-1.8,13.8,12.0,1.01,16.2,23.2,4.6,0.54,11.8,47.02,38.158,18.0,23.4,62.39,14.6,12.0,29.8,15.0,44.8,68.4,79.8,11.0,6.6,24.2,34.71,29.8,8.4,-4.0,16.0,12.0
101,Canisius,32,77,Syracuse,41,89,0.77,12.5,29.25,3.8,0.548,10.5,47.01,42.146,18.8,18.5,56.76,10.5,6.0,28.5,14.25,42.75,74.0,79.2,5.0,6.8,23.5,41.49,27.3,9.8,-4.5,16.2,11.75,1.02,11.4,15.2,5.0,0.461,14.0,41.49,43.987,15.2,18.6,70.97,13.2,-8.0,25.2,10.2,35.4,74.6,72.8,-1.0,9.6,23.2,25.86,35.1,6.0,5.0,11.2,16.2
102,Fla. Atlantic,43,75,Loyola Chicago,30,62,1.5,16.0,24.0,3.3,0.519,14.67,44.86,39.881,17.0,17.7,66.04,11.7,5.0,28.67,11.0,39.67,60.0,75.7,15.0,8.0,26.0,33.33,26.2,8.7,3.7,10.7,14.33,1.11,15.2,24.0,6.0,0.511,10.5,44.34,39.431,17.5,21.2,76.47,16.2,1.0,28.75,8.0,36.75,70.5,72.8,2.0,5.8,23.2,32.26,37.5,7.5,-2.2,13.8,11.5
103,Troy,28,70,Ohio,43,88,0.89,15.8,39.6,3.4,0.513,19.4,44.93,38.014,23.8,24.6,69.11,17.0,8.0,28.6,16.0,44.6,70.0,87.8,17.0,10.4,28.0,31.43,27.5,8.8,1.2,17.8,19.0,1.58,13.7,16.67,4.3,0.517,8.33,44.69,37.363,19.7,22.7,76.47,17.3,-2.0,26.33,10.33,36.67,68.0,79.0,11.0,7.0,25.3,32.89,27.0,8.3,5.0,8.7,13.67
104,Lipscomb,48,70,Drake,44,85,1.74,18.4,32.4,4.6,0.611,12.8,51.41,43.519,14.2,14.8,72.97,10.8,-5.0,26.2,6.8,33.0,76.2,88.8,12.0,7.6,30.0,41.33,33.0,12.4,3.2,10.6,13.8,1.66,16.6,10.8,1.0,0.575,9.4,49.13,49.64,14.6,19.2,77.08,14.8,0.0,23.0,8.0,31.0,73.0,80.8,7.0,6.8,25.4,37.8,35.8,9.6,5.0,10.0,15.0
105,Arizona St.,18,56,Mississippi St.,39,71,1.06,11.7,16.0,3.7,0.422,14.33,36.99,39.548,14.3,25.0,58.67,14.7,-8.0,25.0,10.67,35.67,64.0,63.3,0.0,10.3,20.7,29.03,29.6,6.0,7.3,11.0,18.33,1.06,13.6,35.4,4.6,0.51,9.8,43.73,35.57,15.6,21.0,76.19,16.0,8.0,31.4,10.6,42.0,58.8,76.2,17.0,7.8,26.6,32.33,22.9,8.6,-0.4,12.8,12.4
106,Jackson St.,39,61,San Diego,35,87,0.77,12.0,19.17,2.8,0.459,11.17,40.79,46.067,20.0,18.7,63.39,11.8,-6.0,23.83,9.83,33.67,82.2,65.8,-16.0,7.3,19.7,30.51,36.7,6.0,-1.3,15.7,14.33,0.86,12.8,37.2,4.0,0.504,19.4,44.28,41.489,18.6,23.8,77.31,18.4,3.0,26.2,10.2,36.4,64.8,73.0,8.0,5.8,21.4,30.84,29.2,6.6,-0.2,14.8,14.6
107,Prairie View,27,60,Seattle U,39,71,0.78,9.7,17.83,3.2,0.435,11.0,39.84,39.833,20.3,24.2,77.93,18.8,0.0,27.17,13.0,40.17,70.7,74.5,3.0,9.0,14.8,31.46,29.5,4.7,3.0,12.3,15.33,0.63,10.5,14.5,3.8,0.434,7.0,39.44,38.793,20.8,23.2,78.49,18.2,2.0,27.0,9.0,36.0,62.5,64.5,2.0,6.8,19.0,22.37,24.4,4.2,-2.2,16.8,14.5
108,Pepperdine,48,78,UC Davis,31,79,0.88,11.8,18.0,2.3,0.507,13.0,45.4,46.372,17.8,21.3,72.66,15.5,7.0,24.83,11.67,36.5,67.8,74.3,6.0,5.2,17.5,35.24,36.6,6.2,-0.3,13.5,13.17,0.76,12.5,20.25,5.0,0.53,10.75,47.0,44.928,19.8,24.0,70.83,17.0,5.0,21.75,12.75,34.5,65.0,74.5,9.0,7.8,19.0,34.21,33.8,6.5,2.0,16.5,18.5
109,American,24,56,William & Mary,35,75,1.31,15.2,30.4,1.8,0.51,9.6,43.52,50.37,18.8,16.2,74.07,12.0,1.0,22.6,10.8,33.4,76.8,73.4,-3.0,7.2,27.6,32.61,34.5,9.0,0.6,11.6,12.2,1.17,13.5,24.33,1.2,0.513,6.67,43.18,41.071,19.3,21.5,72.87,15.7,4.0,27.83,10.33,38.17,70.0,77.0,7.0,5.2,29.2,33.14,33.8,9.7,1.0,11.5,12.5
110,ETSU,28,76,Elon,39,79,0.67,9.8,11.75,5.2,0.436,13.25,37.85,41.057,19.2,17.5,67.14,11.8,-1.0,27.75,12.25,40.0,71.0,66.5,-4.0,7.2,27.0,26.85,33.0,7.2,0.8,14.5,15.25,1.14,13.8,29.0,2.3,0.554,8.83,46.49,47.696,16.8,20.2,70.25,14.2,0.0,23.5,9.5,33.0,80.2,77.3,-2.0,4.8,24.5,41.5,32.8,10.2,-2.5,12.2,9.67
111,Fairfield,24,80,Rhode Island,49,93,1.0,13.4,12.0,3.2,0.486,9.8,40.58,44.371,16.0,12.6,76.19,9.6,-3.0,25.4,10.4,35.8,72.2,70.4,-1.0,7.4,29.2,34.25,33.6,10.0,0.8,13.4,14.2,1.03,14.0,20.2,2.8,0.535,10.8,48.54,41.121,16.2,22.4,60.71,13.6,3.0,26.6,11.2,37.8,70.6,72.2,1.0,5.8,15.8,34.18,32.2,5.4,-4.4,13.6,9.2
